35883601	0	0	8	0	00000000	1	33353581016013601	0
4644iceCLASSV93P0014S1	8	3	11	0	0000aaaAAAAAA00A0000A0	1	44464641S14S114S1	0
8mm)	0	2	1	1	0aa	1	888m8mm)m)mm)8mm)	0
yellow	0	6	0	0	aaaaaa	1	yyyeyelwowlowllow	0
isrefluxeduntila	0	16	0	0	aaaaaaaaaaaaaaaa	1	iiisisralailatila	0
)with	0	4	0	1	aaaa	1	)))w)wihthithwith	0
V93P0014S21034	3	0	11	0	A00A0000A00000	1	VVV9V934340341034	0
tolueneCLASS	5	7	0	0	aaaaaaaAAAAA	1	tttotolSSSASSLASS	0
B.2-(2-Bromophenyl	2	10	2	1	A00Aaaaaaaaaaa	1	BBB.B.2lylnylenyl	0
,water	0	5	0	1	aaaaa	1	,,,w,warerterater	0
hexaneCLASSV93P0014	7	6	6	0	aaaaaaAAAAAA00A0000	1	hhhehex4140140014	0
to50-mL	1	3	2	1	aa00aA	1	tttoto5LmL-mL0-mL	0
orange-yellowoiland	0	18	0	1	aaaaaaaaaaaaaaaaaa	1	ooororadndandland	0
),driedfor5	0	8	1	1	aaaaaaaa0	1	))),),d5r5or5for5	0
)for1	0	3	1	1	aaa0	1	)))f)fo1r1or1for1	0
V93P0014S1232247	3	0	13	0	A00A0000A0000000	1	VVV9V937472472247	0
suctionfiltrationonafunnel	0	26	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaa	1	sssusuclelnelnnel	0
stirringwith	0	12	0	0	aaaaaaaaaaaa	1	ssststihthithwith	0
)-1H-indole.Anoven-dried	2	16	1	1	0AaaaaaaAaaaaaaaaaa	1	)))-)-1dediedried	0
nitrogenCLASSV93P0014T0	8	8	7	0	aaaaaaaaAAAAAA00A0000A0	1	nnninit0T04T014T0	0
S235883601	1	0	9	0	A000000000	1	SSS2S231016013601	0
stirredovernightatroomtemperature	0	33	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	ssststiereureture	0
mmx8mm)	0	5	1	1	aaa0aa	1	mmmmmmx)m)mm)8mm)	0
hydrideiswashed	0	15	0	0	aaaaaaaaaaaaaaa	1	hhhyhyddedhedshed	0
962	0	0	3	0	000	0		0
tocooltoroom	0	12	0	0	aaaaaaaaaaaa	1	tttotocmomoomroom	0
19341942methanol	0	8	8	0	00000000aaaaaaaa	1	1119193lolnolanol	0
to120°C	1	2	3	0	aa000A	1	tttoto1C°C0°C20°C	0
theexcessn-butyllithium,the	0	25	0	1	aaaaaaaaaaaaaaaaaaaaaaaaa	1	ttththeehethe,the	0
28602873ethylacetateCLASS	5	12	8	0	00000000aaaaaaaaaaaaAAAAA	1	2228286SSSASSLASS	0
)ischarged	0	9	0	1	aaaaaaaaa	1	)))i)isdedgedrged	0
269sodium	0	6	3	0	000aaaaaa	1	2226269mumiumdium	0
at0.2mmHg	1	5	2	1	aa00aaAa	1	aaatat0gHgmHgmmHg	0
whichtheflask	0	13	0	0	aaaaaaaaaaaaa	1	wwwhwhikskasklask	0
27)	0	0	2	1	00	0		0
969	0	0	3	0	000	0		0
mm)for1h	0	6	1	1	aaaaa0a	1	mmmmmm)h1hr1hor1h	0
,at	0	2	0	1	aa	0		0
nitrogenstopcockinlet	0	21	0	0	aaaaaaaaaaaaaaaaaaaaa	1	nnninittetletnlet	0
withtoluene,adescribed	0	21	0	1	aaaaaaaaaaaaaaaaaaaaa	1	wwwiwitdedbedibed	0
1123waterCLASSV93P0014	7	5	10	0	0000aaaaaAAAAAA00A0000	1	11111124140140014	0
overnightatroom	0	15	0	0	aaaaaaaaaaaaaaa	1	ooovovemomoomroom	0
S22064	1	0	5	0	A00000	1	SSS2S224640642064	0
(10mL),	1	1	2	1	00aA	1	(((1(10,),L),mL),	0
Note13).The	2	5	2	1	Aaaa00Aaa	1	NNNoNoteheThe.The	0
S235613574	1	0	9	0	A000000000	1	SSS2S234745743574	0
V93P0014S231263131water	3	5	15	0	A00A0000A000000000aaaaa	1	VVV9V93rerterater	0
)A	1	0	0	1	A	0		0
V93P0014S31322	3	0	11	0	A00A0000A00000	1	VVV9V932223221322	0
rinsedwithwater(3	0	15	1	1	aaaaaaaaaaaaaaa0	1	rrririn3(3r(3er(3	0
S323532361methanol	1	8	9	0	A000000000aaaaaaaa	1	SSS3S32lolnolanol	0
in5%ethyl	0	7	1	1	aa0aaaaa	1	iiinin5lylhylthyl	0
equippedwithaTeflon-coatedmagnetic	1	32	0	1	aaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaa	1	eeeqequcicticetic	0
loadeda	0	7	0	0	aaaaaaa	1	llloloaadaedadeda	0
mm).The	1	4	0	1	aaAaa	1	mmmmmm)eheThe.The	0
ofthesodium	0	11	0	0	aaaaaaaaaaa	1	ooofoftmumiumdium	0
34253431	0	0	8	0	00000000	1	33343421314313431	0
).Theflaskis	1	9	0	1	Aaaaaaaaaa	1	))).).Tsiskisskis	0
hydrideCLASSV93P0014S31202	8	7	11	0	aaaaaaaAAAAAA00A0000A00000	1	hhhyhyd2022021202	0
2.8-2.9g).	0	1	4	1	0000a	1	222.2.8.).g).9g).	0
pressure-equalizingdropping	0	26	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaa	1	ppprpregngingping	0
elutionof5%	0	9	1	1	aaaaaaaaa0	1	eeelelu%5%f5%of5%	0
withnitrogen.	0	12	0	1	aaaaaaaaaaaa	1	wwwiwit.n.en.gen.	0
,water(3x	0	6	1	1	aaaaa0a	1	,,,w,wax3x(3xr(3x	0
mm)ischarged	0	11	0	1	aaaaaaaaaaa	1	mmmmmm)dedgedrged	0
viasyringe,andstirring	0	21	0	1	aaaaaaaaaaaaaaaaaaaaa	1	vvviviagngingring	0
S3862898	1	0	7	0	A0000000	1	SSS3S388988982898	0
16-cmpackedheight)	0	14	2	1	00aaaaaaaaaaaaaa	1	111616-)t)ht)ght)	0
EthanolCLASSV93P0014S12809	9	6	11	0	AaaaaaaAAAAAA00A0000A00000	1	EEEtEth9098092809	0
S11299	1	0	5	0	A00000	1	SSS1S119992991299	0
carefullypoured	0	15	0	0	aaaaaaaaaaaaaaa	1	cccacardedredured	0
powder(3.6g)	0	7	2	1	aaaaaa00a	1	pppopow)g)6g).6g)	0
Phosphoricacid(	1	13	0	1	Aaaaaaaaaaaaaa	1	PPPhPho(d(id(cid(	0
,andstirringismaintained	0	23	0	1	aaaaaaaaaaaaaaaaaaaaaaa	1	,,,a,andednedined	0
temperature,	0	11	0	1	aaaaaaaaaaa	1	tttetem,e,re,ure,	0
-1H-indole.	1	6	1	1	0Aaaaaaa	1	---1-1H.e.le.ole.	0
