14132CLASS	5	0	5	0	00000AAAAA	1	1114141SSSASSLASS	0
n-ButyllithiumCLASS	6	12	0	1	aAaaaaaaaaaaaAAAAA	1	nnn-n-BSSSASSLASS	0
Note16	1	3	2	0	Aaaa00	1	NNNoNot616e16te16	0
asyringe,andthe	0	14	0	1	aaaaaaaaaaaaaa	1	aaasasyehethedthe	0
icebathfor	0	10	0	0	aaaaaaaaaa	1	iiicicerorforhfor	0
ischargedwitha	0	14	0	0	aaaaaaaaaaaaaa	1	iiisiscahathaitha	0
(19µL,18	1	1	4	1	00aA00	1	(((1(19818,18L,18	0
,95-97%)	0	0	4	1	0000	1	,,,9,95)%)7%)97%)	0
magnetic	0	8	0	0	aaaaaaaa	1	mmmamagcicticetic	0
)witha4cm	0	7	1	1	aaaaa0aa	1	)))w)wimcm4cma4cm	0
equiv)aresequentially	0	20	0	1	aaaaaaaaaaaaaaaaaaaa	1	eeeqequylyllyally	0
yellow	0	6	0	0	aaaaaa	1	yyyeyelwowlowllow	0
(2).	0	0	1	1	0	1	(((2(2).).2).(2).	0
quenchedby	0	10	0	0	aaaaaaaaaa	1	qqququeybydbyedby	0
colorlessoil(Note	1	15	0	1	aaaaaaaaaaaaAaaa	1	cccocoleteoteNote	0
)with	0	4	0	1	aaaa	1	)))w)wihthithwith	0
(0.725g	0	1	4	1	0000a	1	(((0(0.g5g25g725g	0
-azepine((	0	7	0	1	aaaaaaa	1	---a-az(((e((ne((	0
.Tothe	1	4	0	1	Aaaaa	1	...T.Toehetheothe	0
9.5cm)with	0	6	2	1	00aaaaaa	1	999.9.5hthithwith	0
iscarefullyconcentrated	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	iiisiscdedtedated	0
chlorideCLASSV92P0001S3335	8	8	10	0	aaaaaaaaAAAAAA00A0000A0000	1	ccchchl5353353335	0
tolueneCLASS	5	7	0	0	aaaaaaaAAAAA	1	tttotolSSSASSLASS	0
beinggraduallywarmed	0	20	0	0	aaaaaaaaaaaaaaaaaaaa	1	bbbebeidedmedrmed	0
equiv)andanhydrous	0	17	0	1	aaaaaaaaaaaaaaaaa	1	eeeqeqususousrous	0
CLASSV92P0001S3485486	8	0	13	0	AAAAAA00A0000A0000000	1	CCCLCLA6864865486	0
18mg,0.24mmol	0	6	5	1	00aa000aaaa	1	111818mlolmolmmol	0
mmol,0.04equiv	0	9	3	1	aaaa000aaaaa	1	mmmmmmovivuivquiv	0
trans-styryltrifluoroborateCLASSV92P0001	7	26	6	1	aaaaaaaaaaaaaaaaaaaaaaaaaaAAAAAA00A0000	1	tttrtra1010010001	0
round-bottomedflask,fittedwith	0	28	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	rrrorouhthithwith	0
withasyringe,	0	12	0	1	aaaaaaaaaaaa	1	wwwiwit,e,ge,nge,	0
2-naphthaldehyde(4.69g	0	15	4	1	0aaaaaaaaaaaaaa000a	1	222-2-ng9g69g.69g	0
30min	0	3	2	0	00aaa	1	333030mninmin0min	0
)prop-2-en-1-olCLASS	5	8	2	1	aaaa0aa0aaAAAAA	1	)))p)prSSSASSLASS	0
1030	0	0	4	0	0000	1	11101030300301030	0
itbecomesa	0	10	0	0	aaaaaaaaaa	1	iiititbasaesamesa	0
anitrogen	0	9	0	0	aaaaaaaaa	1	aaananinengenogen	0
trichlorideisremovedviavacuum	0	29	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	tttrtrimumuumcuum	0
additional1,4-dioxane(2.0	0	17	4	1	aaaaaaaaaa00aaaaaaa00	1	aaadadd0.02.0(2.0	0
nitrogen3time.Phosphorus	1	21	1	1	aaaaaaaa0aaaaAaaaaaaaaa	1	nnninitsusrusorus	0
Phosphorustrichloride(	1	20	0	1	Aaaaaaaaaaaaaaaaaaaaa	1	PPPhPho(e(de(ide(	0
solid(Notes20and	1	12	2	1	aaaaaAaaaa00aaa	1	sssosoldndand0and	0
92PotassiumAlkenyltrifluoroborates	2	30	2	0	00AaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaa	1	999292Psestesates	0
andvinylmagnesium	0	17	0	0	aaaaaaaaaaaaaaaaa	1	aaanandmumiumsium	0
under	0	5	0	0	aaaaa	1	uuunundrerdernder	0
CLASSV92P0001S3485	8	0	10	0	AAAAAA00A0000A0000	1	CCCLCLA5854853485	0
shortsilicapad(Note	1	17	0	1	aaaaaaaaaaaaaaAaaa	1	ssshshoeteoteNote	0
1413n-Butyllithium	1	12	4	1	0000aAaaaaaaaaaaa	1	1114141mumiumhium	0
,f]-azepine	0	8	0	1	aaaaaaaa	1	,,,f,f]eneinepine	0
addedtrifluoroacetic	0	20	0	0	aaaaaaaaaaaaaaaaaaaa	1	aaadaddcicticetic	0
16.5g	0	1	3	1	000a	1	111616.g5g.5g6.5g	0
25mmHg)toafford	1	11	2	1	00aaAaaaaaaaaa	1	222525mdrdordford	0
triethylamine(5mL	1	14	1	1	aaaaaaaaaaaaa0aA	1	tttrtriLmL5mL(5mL	0
dichloride(0.725g	0	11	4	1	aaaaaaaaaa0000a	1	dddidicg5g25g725g	0
(8.51g	0	1	3	1	000a	1	(((8(8.g1g51g.51g	0
20min.Additional	1	12	2	1	00aaaAaaaaaaaaa	1	222020mlalnalonal	0
connectedtoavacuum/N2	1	18	1	1	aaaaaaaaaaaaaaaaaaA0	1	cccocon2N2/N2m/N2	0
gelCLASSV92P0001S3590	8	3	10	0	aaaAAAAAA00A0000A0000	1	gggegel0905903590	0
3mL	1	1	1	0	0aA	0		0
rubberseptum,is	0	14	0	1	aaaaaaaaaaaaaa	1	rrrurubsis,ism,is	0
whitesolid	0	10	0	0	aaaaaaaaaa	1	wwwhwhididlidolid	0
11531167sodium	0	6	8	0	00000000aaaaaa	1	1111115mumiumdium	0
(Note5)	1	3	1	1	Aaaa0	1	(((N(No)5)e5)te5)	0
.Additionalanhydrous	1	18	0	1	Aaaaaaaaaaaaaaaaaaa	1	...A.Adsusousrous	0
sidearmof	0	9	0	0	aaaaaaaaa	1	sssisidfofmofrmof	0
,(R	1	0	0	1	A	0		0
isseparatedandfurther	0	21	0	0	aaaaaaaaaaaaaaaaaaaaa	1	iiisissrerherther	0
