inletadapter	0	12	0	0	aaaaaaaaaaaa	1	iiininlrerterpter	0
Note16	1	3	2	0	Aaaa00	1	NNNoNot616e16te16	0
.Figure1.Reaction	2	12	1	1	Aaaaaa0Aaaaaaaa	1	...F.Finoniontion	0
)usingabrine/icebath	0	18	0	1	aaaaaaaaaaaaaaaaaa	1	)))u)ushthathbath	0
(internaltemperature)with	0	23	0	1	aaaaaaaaaaaaaaaaaaaaaaa	1	(((i(inhthithwith	0
hexanes-ethylacetate=13:1)	0	19	3	1	aaaaaaaaaaaaaaaaaaa000	1	hhhehex)1):1)3:1)	0
magnetic	0	8	0	0	aaaaaaaa	1	mmmamagcicticetic	0
30°C.	1	0	2	1	00A	1	333030°.C.°C.0°C.	0
(300mL)	1	1	3	1	000aA	1	(((3(30)L)mL)0mL)	0
V93P0001S1636649	3	0	13	0	A00A0000A0000000	1	VVV9V939496496649	0
ofapaleyellowliquid	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	ooofofadiduidquid	0
)with	0	4	0	1	aaaa	1	)))w)wihthithwith	0
.Tothe	1	4	0	1	Aaaaa	1	...T.Toehetheothe	0
oxime(Notes5,	1	9	1	1	aaaaaAaaaa0	1	oooxoxi,5,s5,es5,	0
.Figure1.	1	5	1	1	Aaaaaa0	1	...F.Fi.1.e1.re1.	0
cm,	0	2	0	1	aa	0		0
cm)	0	2	0	1	aa	0		0
S2704	1	0	4	0	A0000	1	SSS2S274047042704	0
4.50equiv)	0	5	3	1	000aaaaa	1	444.4.5)v)iv)uiv)	0
16and17	0	3	4	0	00aaa00	1	111616a717d17nd17	0
with1-indanone(13.2	0	12	4	1	aaaa0aaaaaaaa000	1	wwwiwit2.23.213.2	0
andtheresidual	0	14	0	0	aaaaaaaaaaaaaa	1	aaanandlalualdual	0
under	0	5	0	0	aaaaa	1	uuunundrerdernder	0
12)ina2-L	1	3	3	1	00aaa0A	1	111212)L-L2-La2-L	0
A500-mLone-neckedround-bottomed	2	23	3	1	A000aAaaaaaaaaaaaaaaaaaaaaaa	1	AAA5A50dedmedomed	0
