chlorobenzeneCLASSV89P0019S11950	8	13	11	0	aaaaaaaaaaaaaAAAAAA00A0000A00000	1	ccchchl0509501950	0
Androst-5-en-17-one,3-[[	1	11	4	1	Aaaaaaa0aa00aaa0	1	AAAnAnd[[[-[[3-[[	0
(10:1	0	0	3	1	000	1	(((1(101:10:110:1	0
Thereactionisstirredfor	1	22	0	0	Aaaaaaaaaaaaaaaaaaaaaaa	1	TTThTherorfordfor	0
magnetic	0	8	0	0	aaaaaaaa	1	mmmamagcicticetic	0
undervacuum,and	0	14	0	1	aaaaaaaaaaaaaa	1	uuununddndand,and	0
aasolidtothe	0	12	0	0	aaaaaaaaaaaa	1	aaaaaasehetheothe	0
30°C,	1	0	2	1	00A	1	333030°,C,°C,0°C,	0
200-mL,Erlenmeyerflask	2	15	3	1	000aAAaaaaaaaaaaaaaa	1	2220200kskasklask	0
ina3:1ratio	0	8	2	1	aaa00aaaaa	1	iiininaoiotioatio	0
2CLASSV89P0019S3391	8	0	11	0	0AAAAAA00A0000A0000	1	222C2CL1913913391	0
2631,2-dichloroethaneCLASSV89P0019	7	14	11	1	00000aaaaaaaaaaaaaaAAAAAA00A0000	1	22262639190190019	0
).V89P0019S3	3	0	7	1	A00A0000A0	1	))).).V3S39S319S3	0
afterabout2	0	10	1	0	aaaaaaaaaa0	1	aaafaft2t2ut2out2	0
catalyticallyactive(Note12	1	22	2	1	aaaaaaaaaaaaaaaaaaaAaaa00	1	cccacat212e12te12	0
]CLASSV89P0019S31441	8	0	11	1	AAAAAA00A0000A00000	1	]]]C]CL1414411441	0
round-bottomedflaskanddried	0	26	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaa	1	rrroroudediedried	0
17).The	1	2	2	1	00Aaa	1	111717)eheThe.The	0
Note19	1	3	2	0	Aaaa00	1	NNNoNot919e19te19	0
12)the	0	3	2	1	00aaa	1	111212)ehethe)the	0
)isaddedaa	0	9	0	1	aaaaaaaaa	1	)))i)isaaadaaedaa	0
30min	0	3	2	0	00aaa	1	333030mninmin0min	0
540553chlorobenzeneCLASS	5	13	6	0	000000aaaaaaaaaaaaaAAAAA	1	5554540SSSASSLASS	0
