inletadapter	0	12	0	0	aaaaaaaaaaaa	1	iiininlrerterpter	0
,transferred	0	11	0	1	aaaaaaaaaaa	1	,,,t,trdedredrred	0
ischargedwitha	0	14	0	0	aaaaaaaaaaaaaa	1	iiisiscahathaitha	0
magnetic	0	8	0	0	aaaaaaaa	1	mmmamagcicticetic	0
yellow	0	6	0	0	aaaaaa	1	yyyeyelwowlowllow	0
1.3equiv)(Note	1	8	2	1	00aaaaaAaaa	1	111.1.3eteoteNote	0
)a	0	1	0	1	a	0		0
headwith	0	8	0	0	aaaaaaaa	1	hhheheahthithwith	0
CLASSV92P0013S1326334	8	0	13	0	AAAAAA00A0000A0000000	1	CCCLCLA4343346334	0
deionizedwateristhenadded	0	25	0	0	aaaaaaaaaaaaaaaaaaaaaaaaa	1	dddedeideddeddded	0
100-mL,round-bottomedflask	1	19	3	1	000aAaaaaaaaaaaaaaaaaaa	1	1110100kskasklask	0
hata	0	4	0	0	aaaa	1	hhhahatataatahata	0
andasolutionoftrimethyl	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	aaanandlylhylthyl	0
internaltemperatureofthereaction	0	32	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	iiinintnoniontion	0
internaltemperature)for15	0	22	2	1	aaaaaaaaaaaaaaaaaaaaaa00	1	iiinint515r15or15	0
green-brownsolution(	0	18	0	1	aaaaaaaaaaaaaaaaaa	1	gggrgre(n(on(ion(	0
arewashedwith5M	1	13	1	0	aaaaaaaaaaaaa0A	1	aaarareM5Mh5Mth5M	0
mL,17.2	1	1	3	1	aA000	1	mmmLmL,2.27.217.2	0
amainfractioncontaining	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	aaamamagngingning	0
Note9)is	1	5	1	1	Aaaa0aa	1	NNNoNotsis)is9)is	0
originalflask	0	13	0	0	aaaaaaaaaaaaa	1	ooororikskasklask	0
trimethylorthoformate(HC	2	21	0	1	aaaaaaaaaaaaaaaaaaaaaAA	1	tttrtriCHC(HCe(HC	0
anitrogen	0	9	0	0	aaaaaaaaa	1	aaananinengenogen	0
ishaltedto	0	10	0	0	aaaaaaaaaa	1	iiisishotodtoedto	0
NaClCLASSV92P0013	9	2	6	0	AaAaAAAAAA00A0000	1	NNNaNaC3130130013	0
)3CLASSV92P0013S1	8	0	8	1	0AAAAAA00A0000A0	1	)))3)3C1S13S113S1	0
)arecollected(see	0	15	0	1	aaaaaaaaaaaaaaa	1	)))a)areeesee(see	0
(40mL	1	1	2	1	00aA	1	(((4(40LmL0mL40mL	0
anadditionalhour	0	16	0	0	aaaaaaaaaaaaaaaa	1	aaananarurourhour	0
roomtemperaturewater	0	20	0	0	aaaaaaaaaaaaaaaaaaaa	1	rrroroorerterater	0
withaluminumpowder	0	18	0	0	aaaaaaaaaaaaaaaaaa	1	wwwiwitrerderwder	0
