,0.25mmHg)(	1	3	3	1	000aaAa	1	,,,0,0.()(g)(Hg)(	0
byfiltrationandthefiltrate	0	26	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaa	1	bbbybyfeteaterate	0
concentratedbyrotaryevaporation	0	31	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	cccoconnoniontion	0
17).The	1	2	2	1	00Aaa	1	111717)eheThe.The	0
ischargedwitha	0	14	0	0	aaaaaaaaaaaaaa	1	iiisiscahathaitha	0
]-cyclooctene(2)	0	11	1	1	aaaaaaaaaaa0	1	]]]-]-c)2)(2)e(2)	0
magnetic	0	8	0	0	aaaaaaaa	1	mmmamagcicticetic	0
1(19.6g	0	1	4	1	0000a	1	111(1(1g6g.6g9.6g	0
(675-525mmHgand	1	6	6	1	000000aaAaaaa	1	(((6(67dndandgand	0
yellow	0	6	0	0	aaaaaa	1	yyyeyelwowlowllow	0
hinordertoremove	0	16	0	0	aaaaaaaaaaaaaaaa	1	hhhihineveovemove	0
CLASSV89P0055S116401655	8	0	15	0	AAAAAA00A0000A000000000	1	CCCLCLA5556551655	0
solidifiesundervacuumovernight(	0	30	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	sssosol(t(ht(ght(	0
flame-driedandpurged	0	19	0	1	aaaaaaaaaaaaaaaaaaa	1	ffflfladedgedrged	0
S3248253argonCLASS	6	5	7	0	A0000000aaaaaAAAAA	1	SSS3S32SSSASSLASS	0
colorchange	0	11	0	0	aaaaaaaaaaa	1	cccocolegengeange	0
argoninasecondflame-dried	0	24	0	1	aaaaaaaaaaaaaaaaaaaaaaaa	1	aaarargdediedried	0
CLASSV89P0055S1320	8	0	10	0	AAAAAA00A0000A0000	1	CCCLCLA0203201320	0
tert-butoxide(41.6g	0	13	3	1	aaaaaaaaaaaa000a	1	ttteterg6g.6g1.6g	0
isstirred	0	9	0	0	aaaaaaaaa	1	iiisissdedredrred	0
isconcentratedbyrotary	0	22	0	0	aaaaaaaaaaaaaaaaaaaaaa	1	iiisiscyryarytary	0
,theproduct	0	10	0	1	aaaaaaaaaa	1	,,,t,thtctuctduct	0
Note9)is	1	5	1	1	Aaaa0aa	1	NNNoNotsis)is9)is	0
inordertoremove	0	15	0	0	aaaaaaaaaaaaaaa	1	iiininoeveovemove	0
gcrudeproduct	0	13	0	0	aaaaaaaaaaaaa	1	gggcgcrtctuctduct	0
warmtoroom	0	10	0	0	aaaaaaaaaa	1	wwwawarmomoomroom	0
product)isdissolved	0	18	0	1	aaaaaaaaaaaaaaaaaa	1	ppprprodedvedlved	0
382mmol	0	4	3	0	000aaaa	1	3338382lolmolmmol	0
under	0	5	0	0	aaaaa	1	uuunundrerdernder	0
g,198.4	0	1	4	1	a0000	1	ggg,g,14.48.498.4	0
transferredthroughateflontube	0	29	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	tttrtraebeubetube	0
)for1	0	3	1	1	aaa0	1	)))f)fo1r1or1for1	0
rotaryevaporation(675	0	17	3	1	aaaaaaaaaaaaaaaaa000	1	rrrorot575675(675	0
washedwithdistilledwater	0	24	0	0	aaaaaaaaaaaaaaaaaaaaaaaa	1	wwwawasrerterater	0
S210091014water	1	5	9	0	A000000000aaaaa	1	SSS2S21rerterater	0
