afford50.9-51.5	0	6	6	1	aaaaaa000000	1	aaafaff5.51.551.5	0
concentratedbyrotaryevaporation	0	31	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	cccoconnoniontion	0
S1559	1	0	4	0	A0000	1	SSS1S159595591559	0
17).The	1	2	2	1	00Aaa	1	111717)eheThe.The	0
a250-mLaddition	1	10	3	1	a000aAaaaaaaaa	1	aaa2a25noniontion	0
10661083IsopropylacetateCLASS	6	15	8	0	00000000AaaaaaaaaaaaaaaaAAAAA	1	1110106SSSASSLASS	0
magnetic	0	8	0	0	aaaaaaaa	1	mmmamagcicticetic	0
dissolvedinEtOAc(	3	13	0	1	aaaaaaaaaaaAaAAa	1	dddidis(c(Ac(OAc(	0
with4-chlorophenyl	0	16	1	1	aaaa0aaaaaaaaaaaa	1	wwwiwitlylnylenyl	0
(2).	0	0	1	1	0	1	(((2(2).).2).(2).	0
Thesolutionisadded	1	17	0	0	Aaaaaaaaaaaaaaaaaa	1	TTThThededdeddded	0
resultinginan	0	13	0	0	aaaaaaaaaaaaa	1	rrreresnannaninan	0
iscomplete(Notes	1	14	0	1	aaaaaaaaaaAaaaa	1	iiisiscsestesotes	0
Notes4and16)	1	7	3	1	Aaaaa0aaa00	1	NNNoNot)6)16)d16)	0
)-N-methylacetamideCLASS	6	15	0	1	AaaaaaaaaaaaaaaaAAAAA	1	)))-)-NSSSASSLASS	0
acidCLASSV89P0044S1	8	4	7	0	aaaaAAAAAA00A0000A0	1	aaacaci1S14S144S1	0
continuedwith	0	13	0	0	aaaaaaaaaaaaa	1	cccoconhthithwith	0
resultingwhitesuspension	0	24	0	0	aaaaaaaaaaaaaaaaaaaaaaaa	1	rrreresnonionsion	0
.AnhydrousDMF(2.28	4	8	3	1	AaaaaaaaaAAA000	1	...A.An828.282.28	0
isheatedat80	0	10	2	0	aaaaaaaaaa00	1	iiisish080t80at80	0
128mL,114g	1	2	6	1	000aA000a	1	1112128g4g14g114g	0
9.00-9.07g(85	0	1	8	1	000000a00	1	999.9.0585(85g(85	0
,resultinginanexotherm	0	21	0	1	aaaaaaaaaaaaaaaaaaaaa	1	,,,r,remrmermherm	0
41.9g	0	1	3	1	000a	1	444141.g9g.9g1.9g	0
cm)	0	2	0	1	aa	0		0
inletadaptor(	0	12	0	1	aaaaaaaaaaaa	1	iiininl(r(or(tor(	0
30min	0	3	2	0	00aaa	1	333030mninmin0min	0
(25.6mL,	1	1	3	1	000aA	1	(((2(25,L,mL,6mL,	0
anitrogen	0	9	0	0	aaaaaaaaa	1	aaananinengenogen	0
